,pos,count,entity
2757,^,2,G
2758,^,1,Lurie
2759,N,39,death
2760,A,6,surprised
2761,N,3,flight
2762,A,1,distracted
2763,N,1,stair
2764,N,2,Death
2765,A,2,bold
2766,A,2,courageous
2767,A,19,scared
2768,A,1,Plant-based
2769,N,1,multistate
2770,N,11,patterns
2771,A,1,unpredictable
2772,N,13,periods
2773,N,61,walk
2774,N,4,student
2775,^,1,Rachel
2776,^,1,Dickey
2777,N,1,Burgers
2778,N,2,Spinach
2779,^,1,Feta
2780,^,2,Tzatziki
2781,A,1,bonkers
2782,^,1,tiger
2783,N,5,nut
2784,N,4,allergies
2785,N,14,arthritis
2786,N,58,training
2787,^,2,tai
2788,^,2,chi
2789,N,9,supplement
2790,Z,2,Action’s
2791,N,1,roundup
2792,N,1,thirds
2793,A,19,overweight
2794,^,4,Hall
2795,N,2,explanation
2796,N,2,dieting
2797,N,17,Science
2798,^,13,Public
2799,N,2,Interest
2800,A,2,MEDICAL
2801,N,1,DOCTOR
2802,N,1,PHARMACISTS
2803,N,1,WAY
2804,N,1,FIELD
2805,^,1,Puerto
2806,^,1,Rican
2807,A,1,DESPERATE
2808,N,358,need
2809,N,1,refrigeration
2810,N,2,island
2811,N,13,colleagues
2812,N,12,folks
2813,A,1,Intensive
2814,N,35,doctors
2815,N,1,Beets
2816,N,2,anthocyanins
2817,A,3,anti-inflammatory
2818,N,8,notice
2819,N,1,retailers
2820,N,2,Express
2821,N,2,cukes
2822,N,2,cucumbers
2823,N,5,pop
2824,N,2,tad
2825,A,6,intense
2826,N,11,pounds
2827,N,12,beef
2828,^,15,USDA
2829,N,12,chocolate
2830,N,2,donut
2831,N,1,philosophy
2832,A,3,forced
2833,S,6,today's
2834,N,9,RD
2835,N,1,Desk
2836,^,2,Boston
2837,^,2,Globe
2838,^,4,Joan
2839,^,1,Salge
2840,^,1,Blake
2841,^,1,EdD
2842,^,3,RDN
2843,^,1,LDN
2844,^,1,FAND
2845,N,7,dollar
2846,N,4,Associate
2847,N,16,Professor
2848,N,7,cancers
2849,N,22,percent
2850,N,1,take-away
2851,N,21,message
2852,N,6,approval
2853,N,9,faith
2854,N,4,minute
2855,^,1,Mythbuster
2856,N,1,gauntlet
2857,^,3,Jackson
2858,^,2,Hole
2859,^,1,News&Guide
2860,^,1,WY
2861,N,4,internet
2862,N,71,books
2863,N,2,parties
2864,N,8,county
2865,^,2,Therese
2866,^,1,Lowe
2867,^,1,Metherell
2868,N,1,proceeds
2869,^,5,gluten
2870,N,3,owner
2871,^,1,Peak
2872,N,2,suggestion
2873,N,17,sources
2874,N,1,edu
2875,N,5,web
2876,N,5,addresses
2877,N,40,science
2878,N,4,Library
2879,^,1,NLM
2880,A,1,ever-changing
2881,N,2,voices
2882,A,3,loud
2883,N,10,blog
2884,N,1,television
2885,N,40,show
2886,N,13,miles
2887,A,2,Coconut
2888,N,5,poison
2889,A,1,short-chain
2890,N,26,fatty
2891,N,10,acids
2892,^,14,LDL
2893,N,2,shortcuts
2894,N,4,fixes
2895,S,2,tomorrows
2896,A,3,MORE
2897,N,2,EXCUSES
2898,N,2,Laziness
2899,A,2,attractive
2900,N,24,Today
2901,A,13,Great
2902,N,1,Smokeout®
2903,^,1,#QuitForLife
2904,^,72,Cancer
2905,Z,1,Society's
2906,N,1,vagus
2907,N,5,intestines
2908,N,1,quotes
2909,N,5,sheet
2910,N,13,chart
2911,N,1,Sheet
2912,N,2,Chart
2913,N,2,Programs
2914,N,9,Extension
2915,N,1,Table
2916,N,4,College
2917,^,1,ACES
2918,N,3,B12
2919,N,2,anemia
2920,N,11,Symptoms
2921,^,1,brussels
2922,N,5,sprouts
2923,N,2,pity
2924,A,1,wee
2925,N,7,daughter
2926,N,2,dad
2927,N,1,snuggles
2928,N,1,playtime
2929,N,1,babysitters
2930,N,9,car
2931,A,1,offhanded
2932,N,15,chest
2933,N,40,thought
2934,^,3,CPR
2935,A,2,limp
2936,A,11,calm
2937,N,1,babysitter
2938,N,1,compressions
2939,N,1,actuality
2940,^,1,EMS
2941,N,11,baby
2942,N,1,outsider
2943,A,6,awful
2944,N,3,nightmares
2945,A,1,surreal
2946,N,5,moments
2947,N,4,girls
2948,N,1,ambulance
2949,A,4,awake
2950,A,9,gone
2951,N,1,funeral
2952,^,17,God
2953,N,2,girl
2954,N,3,pride
2955,A,15,empty
2956,N,2,shell
2957,N,3,shock
2958,A,4,overwhelming
2959,A,1,lifeless
2960,N,17,bed
2961,^,5,heat
2962,N,13,touch
2963,A,4,undiagnosed
2964,S,1,person's
2965,A,1,comatose
2966,A,1,unexpected
2967,N,13,school
2968,N,4,toddlers
2969,N,2,childhood
2970,^,2,Candy
2971,A,1,spooky
2972,N,9,decision
2973,A,2,True
2974,^,1,papa
2975,^,9,Francisco
2976,^,1,realiza
2977,^,1,misa
2978,^,4,en
2979,^,1,Huanchaco
2980,N,9,Translation
2981,N,1,weeknight
2982,N,1,Halibut
2983,N,2,Quinoa
2984,N,5,rule
2985,^,1,Sigue
2986,^,1,vivo
2987,^,1,la
2988,^,1,operación
2989,N,1,rescate
2990,^,1,Mt
2991,N,1,Hood
2992,^,1,el
2993,^,1,estado
2994,^,10,Oregon
2995,N,1,abundance
2996,N,6,honor
2997,N,1,Double
2998,N,1,Layer
2999,N,1,Pumpkin
3000,N,1,Pie
3001,A,1,lighter
3002,^,1,AARP
3003,N,9,prescription
3004,N,10,rate
3005,N,1,inflation
3006,^,1,Tiff
3007,^,1,Mcfierce
3008,Z,1,CSPI’s
3009,^,1,VP
3010,^,1,WBUR
3011,^,5,America
3012,N,4,snow
3013,N,11,supply
3014,^,1,reuben
3015,N,14,sandwich
3016,^,1,Philly
3017,^,1,Cheesesteak
3018,^,1,Foil
3019,^,1,Packs
3020,A,23,immune
3021,N,13,addition
3022,A,12,harder
3023,N,14,attitude
3024,A,33,various
3025,N,54,challenges
3026,^,1,Marion
3027,Z,1,Nestle’s
3028,A,1,Unsavory
3029,^,6,Tobacco
3030,N,2,consumer
3031,N,3,confusion
3032,N,1,regulations
3033,A,1,skeptical
3034,N,22,miracles
3035,A,11,vegetarian
3036,N,3,award
3037,^,1,Golden
3038,N,1,Globes
3039,^,3,Oscars
3040,N,1,SAGs
3041,^,1,Grammys
3042,N,1,tradition
3043,N,1,D-Community
3044,^,2,mark
3045,N,1,channels
3046,^,5,Academy
3047,^,4,Award
3048,N,1,nominations
3049,N,1,selection-process
3050,N,11,categories
3051,A,1,Exciting
3052,N,1,D-Tech
3053,N,3,Innovation
3054,N,1,Ages
3055,N,1,PDOD
3056,N,1,Display
3057,A,1,Biggest
3058,N,1,Surprise
3059,N,1,Ear-Worthy
3060,A,1,Musical
3061,N,5,Number
3062,N,1,Fist-Bumping
3063,N,3,Policy
3064,^,1,Notable
3065,N,3,Initiative
3066,N,1,Advocacy
3067,N,1,Accolade
3068,^,1,Grumbly
3069,N,1,Lifetime
3070,N,1,Achievement
3071,N,4,winners
3072,A,11,herbal
3073,N,10,pills
3074,N,13,info
3075,N,1,tweaks
3076,A,16,helping
3077,N,7,deli
3078,N,3,enchiladas
3079,N,9,tortilla
3080,N,19,cooking
3081,N,1,rut
3082,N,54,technique
3083,A,1,tastier)
3084,N,4,fridge
3085,A,11,basic
3086,N,111,techniques
3087,N,3,beginner
3088,A,1,Classic
3089,N,121,Mexican
3090,N,1,Champurrado
3091,^,1,Zoodles
3092,N,1,coodles
3093,N,1,swoodles
3094,^,1,spaghoodles
3095,N,1,boodles
3096,N,1,dentists
3097,A,1,cringe-worthy
3098,N,2,hygiene
3099,N,1,$$$
3100,N,1,bills
3101,N,6,prep
3102,N,1,sheet-pan
3103,N,5,pan
3104,N,97,start
3105,N,49,awareness
3106,N,1,hero
3107,Z,1,Program’s
3108,A,1,game-changing
3109,N,1,authorities
3110,^,1,Trader
3111,Z,1,Joe's
3112,^,1,Oven
3113,^,1,Pancake
3114,N,4,chip
3115,N,3,cookie
3116,A,2,easy-to-understand
3117,A,1,Wrong
3118,N,14,rise
3119,^,2,Keto
3120,N,1,buns
3121,N,1,blues
3122,A,4,Major
3123,N,2,depressions
3124,N,7,greens
3125,N,13,sweets
3126,N,2,Zucchini
3127,N,1,Lattice
3128,N,1,Lasagna
3129,N,1,FREEZER
3130,N,29,strips
3131,N,3,pieces
3132,N,1,metal
3133,N,3,Pizza
3134,A,3,surprising
3135,^,1,Kessler
3136,Z,13,world’s
3137,A,1,foremost
3138,N,5,grief
3139,^,14,Harvard
3140,N,17,Business
3141,N,7,Review
3142,A,4,strange
3143,N,36,cost
3144,N,3,commercial
3145,^,1,Mechelle
3146,^,1,Coble
3147,^,3,Dietitian
3148,N,4,Spring
3149,N,1,entree
3150,N,3,refrigerator
3151,N,6,drawer
3152,N,6,roast
3153,A,2,ultimate
3154,N,1,oil-free
3155,N,6,hummus
3156,^,4,Novo
3157,^,3,Nordisk
3158,N,8,status
3159,N,1,enrollment
3160,N,2,Assistance
3161,^,1,PAP
3162,N,1,applicants
3163,N,5,proof
3164,N,11,income
3165,N,2,Participants
3166,N,2,documentation
3167,N,1,termination
3168,^,1,COBRA
3169,^,1,Medicaid
3170,N,5,assistance
3171,A,2,extended
3172,N,58,program
3173,A,1,valid
3174,N,1,eligibility
3175,N,2,criteria
3176,^,1,NOVO4ME
3177,A,2,Rich
3178,N,1,marathon
3179,A,8,proud
3180,N,2,charity
3181,A,10,appreciated
3182,^,1,Growers
3183,A,3,select
3184,A,3,Giant
3185,N,1,MISTAKE
3186,N,2,sanitizer
3187,N,9,cauliflower
3188,A,2,nutty
3189,A,1,addictive
3190,N,4,batch
3191,N,1,wings
3192,A,4,Essential
3193,N,1,Meatless
3194,N,1,Pantry
3195,N,46,dietitian
3196,N,3,shame
3197,N,1,robot
3198,N,16,maintenance
3199,A,1,exhausted
3200,A,4,doubtful
3201,A,6,okay
3202,N,1,guacamole
3203,^,1,Chipotle
3204,N,7,menu
3205,^,1,Mojo-Marinated
3206,^,2,Pork
3207,^,1,Tenderloin
3208,N,13,pork
3209,^,1,marinates
3210,N,1,Mojo
3211,N,1,signature
3212,N,2,marinade
3213,N,16,sauce
3214,^,2,Latin
3215,N,9,spices
3216,N,16,herbs
3217,N,9,garlic
3218,^,2,⚠️
3219,^,1,Tick
3220,N,2,Removal
3221,N,2,tick
3222,N,4,removal
3223,N,8,insight
3224,N,2,ticks
3225,N,12,remedies
3226,N,1,petroleum
3227,N,1,jelly
3228,^,1,Dawn
3229,N,5,soap
3230,N,2,nail
3231,N,1,polish
3232,N,32,methods
3233,N,15,injury
3234,N,4,irritation
3235,N,2,transmission
3236,A,2,vegan
3237,N,1,atrial
3238,N,1,fibrillation
3239,^,1,AFib
3240,N,17,disorder
3241,N,3,rhythm
3242,^,1,Farmers
3243,^,1,Market
3244,A,3,nationwide
3245,N,1,listeria
3246,N,1,beeline
3247,N,4,bulgur
3248,N,4,cabbage
3249,A,1,underrated
3250,A,5,inexpensive
3251,N,2,staples
3252,A,2,Tired
3253,^,1,shaker
3254,A,4,culinary
3255,N,4,garden
3256,N,4,flavors
3257,^,1,Cooperative
3258,N,1,Agent
3259,N,1,Horticulture
3260,^,2,Kristin
3261,^,1,Hildabrand
3262,N,1,Pile
3263,A,1,Plant-Based
3264,N,2,Cabbage
3265,^,1,Tortillas
3266,N,6,Potassium
3267,N,3,ward
3268,N,8,cramps
3269,N,2,prednisone
3270,N,1,retention
3271,N,4,dosages
3272,A,1,uncertain
3273,N,1,sunrise
3274,N,1,birds
3275,N,1,crash
3276,N,2,breeze
3277,Z,1,sun’s
3278,N,1,warmth
3279,N,9,sweetness
3280,N,4,longevity
3281,A,1,less-than-healthy
3282,N,20,Marketing
3283,N,4,names
3284,N,17,injections
3285,N,6,lifetime
3286,^,3,MDI
3287,N,46,therapy
3288,N,20,pump
3289,N,7,injection
3290,N,7,account
3291,N,2,consisting
3292,N,1,syringes
3293,N,9,needles
3294,N,1,lumps
3295,A,1,lipohypertrophy
3296,N,9,therapies
3297,N,7,bodies
3298,A,30,Herbal
3299,N,14,Doctor
3300,N,85,Remedies
3301,A,1,voluntary
3302,N,1,manufacture
3303,A,3,improper
3304,N,20,reports
3305,A,7,adverse
3306,N,3,Brain
3307,N,1,Forte
3308,N,3,Lump
3309,A,2,untrue
3310,N,116,suffering
3311,A,4,unknown
3312,N,1,disturbance
3313,A,12,mild
3314,A,1,outright
3315,N,31,fear
3316,N,6,presence
3317,A,2,peaceful
3318,A,1,deceptive
3319,N,2,ad
3320,A,11,nervous
3321,N,1,strips/lancets
3322,N,5,Video
3323,N,1,Link
3324,N,3,Song
3325,N,1,Cilantro
3326,N,2,Lime
3327,N,1,Shrimp
3328,N,1,tacos
3329,N,1,seasons
3330,^,1,Certified
3331,N,5,Educator
3332,^,1,Amy
3333,^,1,Campbell
3334,N,19,taste
3335,A,1,exotic
3336,A,3,flavored
3337,A,2,juicy
3338,N,2,lemons
3339,N,3,plum
3340,N,7,tomatoes
3341,N,3,olives
3342,N,41,grams
3343,A,1,complementary
3344,A,3,flavorful
3345,N,1,Chickpeas
3346,N,1,Couscous
3347,N,39,count
3348,^,4,April
3349,N,2,Therapists
3350,N,20,classes
3351,^,2,Kenneth
3352,A,3,wasted
3353,N,3,flex
3354,N,2,pens
3355,N,2,dial
3356,N,9,units
3357,N,1,UNITS
3358,N,6,pen
3359,N,1,reserve
3360,N,1,freezers
3361,N,1,nighttime
3362,N,9,habit
3363,A,16,fewer
3364,N,1,BREAKING
3365,A,13,registered
3366,N,9,guidance
3367,N,2,meal-prep
3368,A,9,realistic
3369,A,12,busy
3370,^,1,Susie
3371,^,1,Jin
3372,N,1,pharmacist
3373,A,2,creamy
3374,^,3,Lemon
3375,^,3,Parmesan
3376,^,2,Sheet-Pan
3377,^,2,Fajitas
3378,N,1,weeknights
3379,Z,2,Valentine's
3380,A,7,sexual
3381,N,9,sex
3382,^,1,Alice
3383,^,1,Cheng
3384,A,1,widespread
3385,N,1,now’s
3386,N,11,seconds
3387,A,7,Plus
3388,A,5,easiest
3389,N,1,fajitas
3390,^,1,Basil
3391,A,1,Mint
3392,N,1,infused
3393,N,1,spa
3394,N,1,#hydrationgoals
3395,N,1,superfoods
3396,A,2,outdated
3397,N,1,perimeter
3398,N,1,TONS
3399,N,4,middle
3400,N,2,aisles
3401,N,19,bones
3402,N,1,Weight-bearing
3403,A,1,terrific
3404,A,6,stronger
3405,N,8,arms
3406,N,10,legs
3407,A,8,steady
3408,N,3,task
3409,N,1,micros
3410,N,11,rules
3411,N,15,location
3412,A,1,fitter
3413,N,15,Stress
3414,N,2,differences
3415,N,1,brain-body
3416,A,1,rhythmic
3417,A,6,confused
3418,^,1,Ground
3419,^,1,Enchilada
3420,N,2,Skillet
3421,N,8,Meal
3422,N,3,reviews
3423,^,1,Low-Carb
3424,^,1,Cheeseburger
3425,A,1,oft-repeated
3426,N,5,principles
3427,^,1,Reuben
3428,N,3,sequence
3429,A,5,detailed
3430,N,5,instructions
3431,A,1,lightened-up
3432,N,1,Dijon
3433,N,1,vinaigrette
3434,A,3,fantastic
3435,N,6,option
3436,N,1,Watchers
3437,N,2,Freestyle
3438,N,2,Low-carb
3439,^,2,Egglets
3440,N,5,laboratory
3441,^,4,NDMA
3442,N,1,sample
3443,A,17,international
3444,N,1,regulators
3445,A,3,timely
3446,N,3,developments
3447,N,1,nitrosamines
3448,N,2,webpage
3449,N,3,wave
3450,N,1,scammers
3451,N,8,advantage
3452,N,1,swap
3453,Z,1,Tso's
3454,^,3,zinc
3455,N,1,refried
3456,N,8,Cook
3457,N,5,pantry
3458,N,1,Bacon
3459,N,1,Weave
3460,N,2,crust
3461,N,45,contact
3462,^,1,Bowls
3463,N,2,hack
3464,A,1,so-called
3465,N,2,defense
3466,^,1,Cobb
3467,N,5,Salad
3468,N,1,mushroom
3469,A,2,nutrient-packed
3470,A,4,satisfying
3471,N,1,cabinets
3472,N,14,Women
3473,N,2,Chocolate
3474,A,8,Scientific
3475,N,12,Fact
3476,N,29,Time
3477,N,2,stretch
3478,^,1,Vanderbilt
3479,N,1,Coaching
3480,N,11,Manager
3481,^,1,Kelli
3482,^,1,Stewart
3483,^,1,🚨Recall
3484,N,2,Alert
3485,N,1,offenders
3486,N,2,bets
3487,A,13,critical
3488,N,7,toxins
3489,A,1,pricey
3490,A,1,Constipated
3491,N,1,funk
3492,^,5,Eggs
3493,^,1,🍕
3494,^,1,🍳
3495,A,15,refined
3496,N,3,shapes
3497,N,5,colors
3498,A,1,interchangeable
3499,A,1,impossible-to-mess-up
3500,N,9,bean
3501,N,1,🔑to
3502,A,1,lower-sodium
3503,N,25,population
3504,A,1,Creamy
3505,N,6,employees
3506,N,1,shoppers
3507,N,22,milk
3508,N,1,ticker
3509,A,1,dairy-free
3510,^,6,NASH
3511,N,1,landmark
3512,N,2,Repeat
3513,A,7,evil
3514,^,1,Shaun
3515,^,1,Dreisbach
3516,^,1,Beard
3517,N,16,category
3518,Z,1,America's
3519,N,1,obsession
3520,N,3,trend
3521,A,1,epic
3522,N,4,proportions
3523,^,2,pancake
3524,A,5,bottled
3525,A,20,black
3526,N,1,burritos
3527,A,1,printable
3528,N,3,coupon
3529,N,5,pattern
3530,N,2,ventures
3531,N,1,territory
3532,^,1,Mené
3533,^,1,McSwain-Schmidt
3534,N,13,Everyone
3535,N,8,advance
3536,A,1,livid
3537,^,2,OneTouch
3538,^,2,CVS
3539,N,8,machine
3540,N,17,box
3541,A,1,bottomless
3542,N,1,piggy
3543,N,5,bank
3544,N,9,Touch
3545,N,3,pockets
3546,N,1,penny
3547,A,3,long-acting
3548,N,1,CEOs
3549,N,27,raise
3550,N,16,companies
3551,N,9,decisions
3552,N,2,license
3553,A,1,soulless
3554,N,1,criminals
3555,N,1,makers
3556,A,1,disgusting
3557,A,127,well
3558,A,3,sicker
3559,N,21,meds
3560,A,4,cheaper
3561,N,4,alternatives
3562,N,1,cents
3563,N,7,articles
3564,N,1,photos
3565,A,5,male
3566,A,1,marginalized
3567,N,111,cure
3568,N,29,groups
3569,A,2,endless
3570,N,2,fundraising
3571,N,15,candy
3572,N,13,kid
3573,N,25,fight
3574,N,9,compassion
3575,N,30,source
3576,N,1,revenue
3577,^,1,nickle
3578,N,1,dime
3579,A,10,genetic
3580,A,3,lazy
3581,^,3,Bruce
3582,^,1,Banner
3583,^,1,Hulk
3584,N,89,share
3585,A,2,smallest
3586,N,1,deed
3587,^,1,-John
3588,^,1,Burroughs
3589,^,10,JDRF
3590,^,4,Eastern
3591,^,3,Pennsylvania
3592,^,25,#Diabetes
3593,^,1,#Type1Diabetes
3594,^,1,Delaware
3595,A,1,inspirational
3596,A,1,unstoppable
3597,^,1,Mandy
3598,^,1,Marquardt
3599,N,4,races
3600,^,1,june
3601,^,5,Merry
3602,^,1,xmas
3603,^,1,Melissa
3604,^,1,Kay
3605,^,1,Focht
3606,^,1,Betty
3607,^,1,Von
3608,^,1,Gunten
3609,^,1,Meyer
3610,^,1,Anthony
3611,^,1,Briggs
3612,^,1,lockdown
3613,A,1,insane
3614,A,1,housebound
3615,^,1,Wright
3616,^,3,Magnesium
3617,N,5,deficiency
3618,N,1,intolerance
3619,^,11,magnesium
3620,A,4,irregular
3621,N,6,nausea
3622,N,7,weakness
3623,N,1,derangement
3624,N,5,Fenugreek
3625,N,15,plant
3626,A,42,ancient
3627,N,11,spice
3628,A,2,concentrated
3629,A,1,insoluble
3630,N,1,fenugreek
3631,N,4,vessel
3632,N,7,elevated
3633,^,2,homocysteine
3634,^,1,Homocysteine
3635,A,2,amino
3636,N,12,acid
3637,N,14,excess
3638,N,2,consultant
3639,N,2,navy
3640,N,9,Alcohol
3641,A,1,Alcoholic
3642,N,3,mixers
3643,N,4,wine
3644,N,2,beer
3645,N,2,tonic
3646,N,1,cola
3647,N,3,Someone
3648,N,8,mom
3649,A,3,amazed
3650,N,3,models
3651,A,4,younger
3652,N,6,generation
3653,N,1,imperfections
3654,N,10,woman
3655,N,8,CGM
3656,A,4,continuous
3657,N,11,monitor
3658,N,1,insulun
3659,N,3,waist
3660,N,1,discoloration
3661,N,1,crutches
3662,N,3,rolls
3663,N,3,tattoos
3664,N,40,surgery
3665,N,1,scars
3666,N,10,brand
3667,^,1,Bravo
3668,^,1,Eagle
3669,^,1,BRAVO
3670,N,1,newsfeed
3671,N,2,fund
3672,N,1,raisers
3673,N,3,funds
3674,A,6,promising
3675,N,7,opportunities
3676,N,14,treating
3677,N,1,year’s
3678,N,1,fundraiser
3679,N,2,donation
3680,N,6,search
3681,^,1,Felicias
3682,^,3,Warriors
3683,^,1,Felicia
3684,^,1,Poore
3685,A,1,suicidal
3686,N,3,numbness
3687,N,1,mechanisms
3688,A,1,dreaded
3689,A,1,Overwhelming
3690,N,1,drawing
3691,N,1,essay
3692,N,3,competition
3693,^,15,Parivartan
3694,N,22,Foundation
3695,A,16,moderate
3696,N,35,drink
3697,A,12,pregnant
3698,N,17,neuropathy
3699,N,1,abuse
3700,A,8,vigorous
3701,N,1,Scoop
3702,^,3,Cinnamon
3703,N,1,Fats
3704,A,5,brief
3705,N,1,ceremony
3706,^,66,Dr
3707,N,1,hdl
3708,N,1,opener
3709,N,1,momma
3710,^,1,Roxana
3711,^,1,Matherly
3712,A,1,Second
3713,N,2,endocrinologist
3714,N,9,pound
3715,A,1,TERRIBLE
3716,^,1,nanners
3717,^,1,🤣🤣
3718,N,15,anybody
3719,N,1,Contour
3720,^,1,Na
3721,^,5,na
3722,^,1,BATMAAAN
3723,N,11,industry
3724,A,17,successful
3725,N,1,Quiz
3726,N,1,Distribution
3727,A,1,Educational
3728,^,23,Type1
3729,^,1,Pup
3730,^,1,Pill
3731,N,2,pet
3732,N,4,Circle
3733,^,1,Mrs.
3734,A,13,heavy
3735,^,1,Wimbeldon
3736,N,1,homies
3737,N,1,Holistic
3738,N,16,Talk
3739,N,1,saga
3740,N,1,MILLIONS
3741,N,1,CASES
3742,A,1,fastest-growing
3743,A,34,leading
3744,^,1,oremature
3745,N,4,amputations
3746,N,3,Insurance
3747,N,2,prescriptions
3748,N,8,appointments
3749,N,1,revelation
3750,A,1,publicized
3751,N,1,drawbacks
3752,N,1,None
3753,N,3,protocol
3754,A,1,knowledgeable
3755,N,7,TYPE
3756,^,1,T-minus
3757,N,2,DAY
3758,N,1,TIME
3759,^,1,Ultra
3760,N,13,lab
3761,A,3,Special
3762,^,6,Cindy
3763,^,6,Lou
3764,^,2,Rick
3765,^,1,Ansley
3766,^,1,Dalbo
3767,^,7,Max
3768,^,1,Szadek
3769,N,2,FAMILY
3770,N,2,FRIENDS
3771,A,6,Psychological
3772,N,1,progresssion
3773,^,4,psychosocial
3774,N,8,aspects
3775,N,10,birth
3776,A,8,dependent
3777,A,2,disabled
3778,^,8,Medicare
3779,N,3,stents
3780,N,2,pill
3781,N,1,acticg
3782,^,1,co-pays
3783,N,11,fingers
3784,A,7,constant
3785,N,4,alot
3786,N,47,shoes
3787,^,1,Idaho
3788,Z,1,gods
3789,N,7,earth
3790,N,3,persons
3791,N,19,value
3792,N,4,positions
3793,A,9,pharmaceutical
3794,N,1,healths
3795,N,2,hell
3796,N,1,profits
3797,N,8,period
3798,N,1,insanity
3799,A,2,anew
3800,A,3,Continuous
3801,N,10,Glucose
3802,N,2,Monitor
3803,N,10,finger
3804,N,5,medicare
3805,N,1,bullshit
3806,A,2,Sorry
3807,A,3,brave
3808,N,4,roller
3809,N,4,coaster
3810,N,5,artery
3811,N,6,tobacco
3812,N,1,ALOT
3813,N,11,stuff
3814,A,36,open
3815,N,1,contol
3816,N,3,sensor
3817,N,4,prick
3818,N,3,timeline
3819,N,8,requirements
3820,N,16,mail
3821,^,1,Med
3822,N,27,office
3823,N,5,notes
3824,N,2,worker
3825,A,2,durable
3826,A,1,competitive
3827,N,1,warehouse
3828,N,5,pharmacy
3829,N,1,scrip
3830,N,1,authorization
3831,A,23,current
3832,N,2,pocket
3833,N,5,bucks
3834,^,10,god
3835,N,1,housing
3836,N,1,camper
3837,N,41,device
3838,^,1,Libre
3839,N,1,sensors
3840,A,1,intial
3841,N,1,setup
3842,N,1,recurring
3843,N,1,tingle
3844,A,1,triumphant
3845,N,1,anniversary)
3846,A,5,minor
3847,A,2,blessed
3848,Z,1,Divabetic's
3849,N,1,outreach
3850,N,1,Collar
3851,N,1,Greens
3852,N,1,software)
3853,N,7,lbs
3854,A,19,huge
3855,N,3,blister
3856,N,1,callouses
3857,^,1,Western
3858,^,1,Missouri
3859,A,1,Excellent
3860,A,5,concerned
3861,N,4,reaction
3862,^,1,Dorothy
3863,^,1,Adams
3864,^,1,Holden
3865,A,5,scary
3866,N,32,learning
3867,A,33,whether
3868,N,7,direction
3869,A,2,actual
3870,N,37,data
3871,N,13,improvement
3872,^,1,Covid
3873,N,1,Pandemic
3874,N,4,endorphins
3875,N,1,stabilizer
3876,A,12,Due
3877,A,330,out
3878,^,1,Deb
3879,^,11,Yoga
3880,N,3,tapes
3881,N,1,VCR
3882,N,2,entertainment
3883,N,1,Buddhism
3884,^,1,Sikhism
3885,A,2,on-line
3886,N,11,class
3887,N,1,religions
3888,^,1,Philips
3889,^,1,Theological
3890,^,5,Jim
3891,^,1,Carrey
3892,^,1,Almighty
3893,N,4,Navel
3894,^,1,Aesthetician
3895,N,9,button
3896,^,1,Nabhi
3897,N,7,gift
3898,N,1,Creator
3899,N,1,conception
3900,N,12,navel
3901,^,1,mother's
3902,^,1,placenta
3903,N,1,umbilical
3904,N,5,cord
3905,N,4,veins
3906,A,5,connected
3907,A,1,focal
3908,N,1,Pechoti
3909,A,7,equal
3910,N,3,circumference
3911,N,7,temperature
3912,N,1,babies
3913,N,6,cotton
3914,N,2,swab
3915,N,1,dryness
3916,N,10,view
3917,N,4,heels
3918,A,2,chapped
3919,N,5,lips
3920,A,2,bright
3921,N,7,knee
3922,N,1,chills
3923,N,3,lethargy
3924,N,7,joints
3925,A,20,dry
3926,^,2,Neem
3927,^,12,Oil
3928,N,2,pimples
3929,N,2,Almond
3930,N,1,button-
3931,A,2,glowing
3932,N,2,Mustard
3933,N,5,bacteria
3934,N,1,detox
3935,A,16,olive
3936,N,1,fertility
3937,A,19,running
3938,N,5,drops
3939,N,6,massage
3940,N,1,naval
3941,^,1,brandy-soaked
3942,N,2,ball
3943,N,1,Sesame
3944,N,15,joint
3945,N,16,pains
3946,^,3,Ginger
3947,A,1,Upset
3948,N,1,Stomach
3949,N,1,Bloating
3950,N,1,Nausea
3951,A,7,digestive
3952,A,4,Warm
3953,^,1,Ghee
3954,N,20,constipation
3955,N,5,Thyme
3956,A,1,anti-spasmodic
3957,N,7,arteries
3958,N,2,diuretic
3959,N,1,expectorant
3960,N,2,mucus
3961,N,1,airways
3962,N,9,lungs
3963,Z,1,Germany’s
3964,N,1,Commission
3965,N,1,bronchitis
3966,A,8,upper
3967,A,16,respiratory
3968,N,7,compound
3969,N,1,sensitization
3970,N,1,carrier
3971,N,3,almond
3972,^,1,Thymus
3973,^,1,Vulgaris
3974,^,1,Pure
3975,^,2,Therapeutic
3976,^,1,Grade
3977,N,2,KNEE
3978,N,4,PAIN
3979,^,1,Castor
3980,N,11,inches
3981,N,1,TREMORS
3982,N,1,LETHARGY
3983,N,1,RELIEF
3984,N,1,JOINTS
3985,A,1,DRY
3986,N,1,SKIN
3987,N,2,mustard
3988,N,1,OIL
3989,N,1,BELLY
3990,N,1,BUTTON
3991,N,10,nerves
3992,N,1,drip
3993,N,2,jar
3994,A,2,convenient
3995,A,1,accidental
3996,N,1,spills
3997,N,7,restaurant
3998,A,4,broiled
3999,A,7,grilled
4000,A,4,poached
4001,A,4,steamed
4002,N,1,stir
4003,A,17,fried
4004,A,1,breaded
4005,A,2,buttered
4006,A,1,sauteed
