,pos,count,entity
11205,N,29,reactions
11206,N,12,goods
11207,A,11,omega-3
11208,N,5,shellfish
11209,A,7,nonstick
11210,N,5,queen
11211,^,19,ED
11212,N,1,secrecy
11213,N,1,majorities
11214,S,2,men’s
11215,N,8,psychology
11216,N,1,repercussion
11217,N,1,friend/sexual
11218,N,2,partner/spouse
11219,^,6,Erectile
11220,N,5,erection
11221,N,2,penis
11222,N,1,orgasm
11223,N,7,testosterone
11224,N,1,clogging
11225,N,2,tranquilizers
11226,N,1,Addiction
11227,^,1,Prolactin
11228,^,1,hypothyrodisim
11229,N,2,prolactin
11230,N,1,VIAGRA
11231,N,2,BRAND
11232,N,1,Viagra
11233,N,15,desire
11234,N,6,Watermelon
11235,N,4,phytonutrients
11236,^,1,Phytonutrients
11237,N,1,aphrodisiac
11238,^,1,Shell
11239,N,1,Oyster
11240,^,1,EF
11241,^,27,Farxiga
11242,A,2,Cognitive
11243,N,5,behavioural
11244,A,2,maladaptive
11245,N,9,Communication
11246,N,12,skill
11247,N,1,peration
11248,N,12,interactions
11249,A,3,recreational
11250,N,1,spirituality
11251,N,4,psychotherapy
11252,N,1,psychopharmalogical
11253,N,1,e-mails
11254,N,2,standby
11255,^,10,NZ
11256,^,4,Supreme
11257,N,18,court
11258,N,3,Judge
11259,N,4,actors
11260,N,1,drugs/medicines
11261,N,1,makatulong
11262,^,1,Lunas
11263,^,9,sa
11264,A,1,Posible
11265,^,1,Mangyari
11266,N,1,Payo
11267,N,1,ni
11268,N,68,Doc
11269,^,5,Willie
11270,^,1,Ong
11271,^,1,dumarami
11272,^,1,katawan
11273,^,1,Tumataas
11274,^,9,ang
11275,^,7,creatinine
11276,^,1,protina
11277,^,1,Ihi
11278,^,3,Ang
11279,^,1,sanhi
11280,^,3,ng
11281,^,2,kaya
11282,^,2,dapat
11283,^,1,gamutin
11284,^,2,ito
11285,^,1,ISTRIKTO
11286,^,1,iyong
11287,^,1,DIYETA
11288,^,2,Tanggalin
11289,^,8,mo
11290,^,1,Tulad
11291,^,1,sitisirya
11292,^,1,Bawasan
11293,^,1,kanin
11294,^,1,damihan
11295,^,1,gulay
11296,^,2,araw
11297,^,2,Kung
11298,^,1,mag-vegetarian
11299,^,1,gawin
11300,^,1,baka
11301,^,1,diyeta
11302,^,1,clicker
11303,S,8,other's
11304,N,3,sorrows
11305,A,20,hundred
11306,N,1,FOREX
11307,N,6,trading
11308,N,3,liquidity
11309,N,1,multimillionaire
11310,^,1,USD/INR
11311,N,8,factory
11312,N,2,rivals
11313,N,1,litigations
11314,N,1,outskirt
11315,N,1,Forex
11316,N,1,quartz
11317,N,1,futures/options
11318,N,3,stocks
11319,N,6,boom
11320,A,5,bizarre
11321,N,23,DASH
11322,A,25,tremendous
11323,^,1,Kirkpatrick
11324,^,4,LD
11325,A,3,licensed
11326,N,13,manager
11327,^,9,Cleveland
11328,A,12,GREAT
11329,A,1,extra-curricular
11330,N,1,bullies
11331,N,8,non-diabetic
11332,N,11,arguments
11333,N,14,tension
11334,N,6,Empathy
11335,N,2,reassurance
11336,N,4,Collaboration
11337,S,3,other’s
11338,A,3,mutual
11339,N,55,trust
11340,N,5,ordeal
11341,N,48,bypass
11342,A,7,environmental
11343,N,3,hippocampus
11344,N,1,recollection
11345,^,1,Abraham
11346,^,8,Lincoln
11347,A,4,Long-term
11348,A,6,depressive
11349,A,2,interconnected
11350,A,2,obstructive
11351,^,2,Afghanistan
11352,A,1851,diagnosed
11353,N,1,secretes
11354,N,1,neurotransmitter/chemicals
11355,A,15,heavier
11356,A,22,sedentary
11357,A,5,wacky
11358,N,9,self-esteem
11359,N,2,masking
11360,N,2,prison
11361,N,2,spontaneity
11362,N,1,compromises
11363,^,3,DAFNE
11364,A,9,collaborative
11365,^,1,Outback
11366,^,1,Steakhouse
11367,A,1,Bloomin
11368,^,27,CKD
11369,N,40,waste
11370,A,7,Scary
11371,N,7,Statistics
11372,^,4,Brazil
11373,^,1,US$558
11374,N,28,decade
11375,N,1,music/song
11376,N,11,Antibiotics
11377,^,1,Requestig
11378,N,5,Exhibition
11379,N,3,Antibiotic
11380,N,2,Concepts
11381,^,1,Pioneering
11382,A,1,furnished
11383,^,1,Antimicrobials
11384,^,1,Antimicrobial
11385,A,9,Infectious
11386,N,1,Motives
11387,N,5,Workshop
11388,N,1,symposiums
11389,N,1,assemblage
11390,N,1,Scientist/
11391,N,5,Investigators
11392,N,2,budding
11393,N,5,Links
11394,N,1,Triumph
11395,N,39,Awards
11396,N,1,Certificates
11397,A,1,nascent
11398,N,5,generations
11399,A,1,Ethical
11400,^,14,Emily
11401,^,2,Kemp
11402,^,43,House
11403,N,8,Road
11404,^,1,EC1V
11405,^,1,2NX
11406,^,6,Ph
11407,N,38,gut
11408,N,23,Snack
11409,N,10,Grocery
11410,N,13,night’s
11411,N,2,counseller
11412,A,22,fabulous
11413,N,3,hemorrhoids
11414,N,1,obstruction
11415,N,1,Opiate
11416,N,1,Painkiller
11417,A,1,Hormonal
11418,N,14,flashes
11419,N,2,imbalances
11420,A,15,Immune
11421,N,54,System
11422,^,2,opioids
11423,N,5,Headaches
11424,N,2,drowsiness
11425,N,6,flushing
11426,N,2,Version
11427,N,11,Ways
11428,^,1,Walmart®
11429,^,1,Springtime
11430,N,1,artichokes
11431,N,7,sunscreen
11432,^,3,SPF
11433,N,4,sunglasses
11434,N,1,UV
11435,N,4,rays
11436,N,52,cleaning
11437,N,3,Guilt
11438,A,1,non-recommended
11439,N,1,educator/
11440,N,2,physician’s
11441,A,2,most-diagnosed
11442,N,3,cervix
11443,^,4,Denmark
11444,N,2,barrage
11445,N,2,favors
11446,N,5,flood
11447,N,6,Diabetes-Friendly
11448,N,15,crew
11449,N,1,yoga/meditation
11450,^,1,Yoga/meditation
11451,N,1,pranayamas
11452,^,1,glucoagon
11453,N,39,teacher
11454,^,1,vajrasana
11455,N,14,pose
11456,N,125,stand
11457,N,3,plow
11458,A,1,bow
11459,A,1,half-spinal
11460,N,2,activity/exercise
11461,N,14,liking
11462,A,2,30-minute
11463,^,10,NovoLog
11464,^,48,Basaglar
11465,A,1,year-on-year
11466,^,3,biliary
11467,N,28,gallbladder
11468,N,24,transplantation
11469,^,1,Langues
11470,N,3,Copy
11471,N,1,remittance
11472,N,1,paytm
11473,N,8,payment
11474,N,2,inquires
11475,N,4,pastry
11476,A,96,reduced
11477,A,7,gastrointestinal
11478,N,2,starters
11479,N,33,tattoo
11480,N,2,parlor
11481,N,8,artist
11482,N,1,rhinitis/sinusitis
11483,N,25,sinus
11484,A,6,inflamed
11485,^,1,Maxillary
11486,A,1,Frontal
11487,^,1,Ethmoid
11488,A,2,plugged
11489,N,1,rhinitis
11490,N,48,yr
11491,N,17,Dad
11492,^,61,Glipizide
11493,N,1,Psychiatric
11494,A,8,upside
11495,A,10,cognitive
11496,A,1,mindfulness-based
11497,N,1,analytic
11498,N,8,impression
11499,N,48,image
11500,N,2,counselors
11501,N,6,trainers
11502,A,4,Overweight
11503,A,8,underweight
11504,A,104,developed
11505,S,15,world's
11506,N,8,diabetis
11507,^,3,Imodium
11508,^,3,Junior
11509,^,1,Chamber
11510,A,2,Marine
11511,N,7,Lines
11512,N,2,Competition
11513,^,1,Orient
11514,^,1,Chowpatty
11515,^,3,Sadanand
11516,^,3,Keni
11517,N,12,microbes
11518,N,26,samples
11519,N,2,berry
11520,N,280,affect
11521,N,4,paradigm
11522,N,3,provision
11523,A,4,familial
11524,^,1,Ama-Deus
11525,A,4,psychiatric
11526,N,30,draw
11527,N,18,violence
11528,N,3,disturbances
11529,N,1,ebook/kindle
11530,A,11,intimidating
11531,^,1,MEATLESS
11532,N,1,vegans
11533,^,17,DE
11534,A,2,complacent
11535,N,4,demon
11536,N,1,ignition
11537,N,1,MMOL
11538,N,56,bars
11539,N,3,glovebox
11540,N,60,tabs
11541,N,8,holder
11542,N,14,pod
11543,N,19,wipes
11544,A,11,cooler
11545,A,3,ziplock
11546,N,2,napkins
11547,N,3,handbag
11548,N,27,batteries
11549,N,1,test-strips
11550,^,2,Kunik
11551,^,2,3kgs
11552,^,1,effectsI
11553,^,1,ERIN
11554,^,1,PALINKSKI-WADE
11555,N,193,spike
11556,N,4,waistline
11557,N,9,plums
11558,N,4,nectarines
11559,^,1,phenolic
11560,A,5,nutrient-rich
11561,^,2,A&M
11562,A,3,long-running
11563,N,2,health-promoting
11564,N,1,slims
11565,^,11,Utah
11566,N,4,Months
11567,A,13,deciding
11568,N,4,Pineapples
11569,N,1,anomaly
11570,^,3,Danish
11571,A,1,inverse
11572,A,4,Local
11573,^,1,sun-ripened
11574,N,2,popularity
11575,N,6,gardens
11576,N,3,weight-control
11577,N,3,notion
11578,A,4,good-for-you
11579,^,3,T.H.
11580,^,4,Chan
11581,N,7,congestion
11582,N,2,nonstop
11583,N,85,antibiotics
11584,A,3,feverish
11585,N,19,cramp
11586,N,1,Gastroenteritis
11587,N,1,discomforts
11588,A,1,distant/remote
11589,N,38,script
11590,N,1,SCHIZOPHRENIA
11591,N,5,acres
11592,N,1,outskirts
11593,N,1,domain
11594,N,1,Self-care
11595,A,1,unbeautiful
11596,N,6,spreadsheet
11597,A,19,Friendly
11598,N,1,handedly
11599,N,12,nephropathy
11600,A,20,Cardiovascular
11601,N,16,compliant
11602,A,74,focused
11603,N,4,teamwork
11604,N,4,foodie
11605,A,2,conservative
11606,N,1,flipside
11607,A,3,stinking
11608,A,1,flourless
11609,N,9,brownies
11610,A,34,slight
11611,N,2,bitterness
11612,A,1,intentional
11613,N,33,rant
11614,N,11,hints
11615,^,4,Joe’s
11616,N,1,crusts
11617,^,3,Ted
11618,N,16,dough
11619,N,2,mater
11620,N,1,pain/aches
11621,N,18,Snacks
11622,N,2,nugget
11623,N,9,Treat
11624,N,1,gifting)
11625,A,4,Sugar-Free
11626,A,1,Candied
11627,N,3,Bourbon
11628,N,1,Pecans
11629,A,11,optional
11630,N,93,everybody
11631,A,1,PRINTABLE
11632,A,18,healthful
11633,N,1,Promotions
11634,Z,1,Patinet's
11635,N,8,Leg
11636,N,1,Energy/Feeling
11637,A,1,Unhappy
11638,N,2,losses
11639,N,13,hurry
11640,N,6,transport
11641,N,1,options/backup
11642,N,14,Dr's
11643,N,11,nutritionists
11644,N,3,modification
11645,N,1,exercise/physical
11646,N,1,commonest
11647,N,1,dyslipidaemia
11648,N,1,ventricular
11649,N,6,excerise
11650,N,2,href
11651,N,2,width
11652,^,1,400px
11653,N,1,225px
11654,N,21,Dash
11655,N,15,strawberry
11656,N,3,chestnuts
11657,A,11,crunchy
11658,N,23,texture
11659,A,4,WEEKLY
11660,N,11,Motivation
11661,^,1,EdisonWords
11662,N,8,utilisation
11663,N,9,Dose
11664,^,1,euglycaemia
11665,^,1,OADs
11666,A,1,Structured
11667,N,2,haemoglobin
11668,^,1,Normalise
11669,N,5,lengths
11670,N,1,agonies
11671,^,1,Sigmund
11672,^,1,Freud
11673,A,9,frightened
11674,N,5,bulb
11675,N,1,self-worth
11676,N,3,craft
11677,N,53,calling
11678,A,3,do-it-yourself
11679,N,13,BODY
11680,A,12,powdered
11681,A,5,minced
11682,A,1,petite
11683,N,3,slave
11684,N,4,Nerves
11685,A,2,Gastrointestinal
11686,N,6,Gums
11687,^,4,INDIA
11688,A,2,multicultural
11689,N,2,Omlette
11690,N,4,Slices
11691,^,150,Kcal
11692,N,3,omlette
11693,A,13,Nil
11694,A,121,Healthier
11695,N,118,Option
11696,N,23,Substitute
11697,N,4,Balls
11698,N,41,filling
11699,^,1,850g
11700,^,1,3tablets
11701,N,1,68kg
11702,^,1,bittergourd
11703,N,2,Tks
11704,N,1,PEDICURE
11705,N,1,SPA
11706,A,1,Cosmetic
11707,N,1,Pedicure
11708,N,4,Jam
11709,N,16,tbsp
11710,N,15,jam
11711,A,2,moderate-
11712,A,8,high-intensity
11713,^,1,Kashif
11714,^,1,Munir
11715,N,4,division
11716,N,12,endocrinology
11717,A,1,High-intensity
11718,A,1,low-level
11719,N,3,exertion
11720,N,8,blood-sugar
11721,^,2,Puree
11722,^,36,FreeStyle
11723,N,2,warmup
11724,N,14,Admins
11725,N,103,freestyle
11726,N,112,libre
11727,N,7,Prescription
11728,A,5,Supposed
11729,^,7,Tradjenta
11730,A,2,reputable
11731,A,19,cracked
11732,N,33,ends
11733,N,6,Period
11734,^,8,T2DM
11735,N,6,stamina
11736,N,22,endurance
11737,N,5,utilization
11738,N,7,weight-lifting
11739,N,1,pullups
11740,N,32,possibility
11741,N,2,add-on
11742,N,9,warm-up
11743,N,3,cool-down
11744,N,3,Warm-up
11745,N,2,Cool-down
11746,N,10,elevator
11747,N,6,colleague
11748,N,1,housecleaning
11749,A,341,far
11750,N,1,centre/
11751,N,8,Slice
11752,^,5,Reli
11753,N,143,wear
11754,A,2073,down
11755,^,1,FAÇA
11756,^,1,CURSO
11757,^,1,GRÁTIS
11758,^,1,Mais
11759,N,3,mil
11760,^,1,maioria
11761,^,1,entende
11762,^,60,que
11763,^,1,relaxamento
11764,^,1,Uma
11765,^,1,boa
11766,^,1,notícia
11767,^,1,quem
11768,^,1,sofre
11769,N,7,com
11770,^,1,Conselho
11771,^,1,Medicina
11772,^,2,CFM
11773,N,6,os
11774,N,1,critérios
11775,N,1,realização
11776,N,2,cirurgia
11777,N,2,combate
11778,^,1,Resolução
11779,N,1,então
11780,N,1,técnica
11781,N,1,cirúrgica
11782,N,1,pacientes
11783,^,1,Índice
11784,^,1,Massa
11785,^,1,Corporal
11786,^,1,IMC
11787,N,1,dividido
11788,N,1,pela
11789,N,1,disso
11790,N,1,tratamento
11791,N,1,clínico
11792,N,2,anos
11793,N,1,deve
11794,^,2,menos
11795,^,6,nova
11796,^,1,resolução
11797,^,1,nas
11798,^,1,taxas
11799,^,2,Brasil
11800,N,2,controle
11801,N,1,metabólica
11802,A,1,weepy
11803,N,2,energancy
11804,N,4,knots
11805,^,8,Slim
11806,N,2,chapatti
11807,N,7,dal
11808,N,5,chana
11809,^,1,kurmura
11810,N,1,egg/paneer
11811,^,1,valsalva
11812,^,1,manoeuvre
11813,N,6,boxing
11814,N,1,aerobics
11815,^,1,sirsasana
11816,A,9,autonomic
11817,N,3,environments
11818,^,1,east-enders
11819,N,1,notebook/journal
11820,N,7,dusting
11821,N,3,floors
11822,N,7,timer
11823,N,1,wrongs
11824,^,1,Petrello
11825,^,11,Coach
11826,N,3,forest
11827,N,1,philosophers
11828,N,1,non-science
11829,A,3,worthless
11830,A,1,such-and-such
11831,A,1,all-prefect
11832,A,13,french
11833,A,1,earthly
11834,N,2,delights
11835,^,1,fools
11836,N,43,jump
11837,N,94,cooked
11838,A,22,proactive
11839,N,2,dealings
11840,N,1,circumcision
11841,N,1,balanitis
11842,^,2,Sitagliptin
11843,^,9,Gliclazide
11844,A,16,Worried
11845,N,1,buter
11846,N,5383,do
11847,A,5,12hr
11848,N,1,automode
11849,^,67,Tresiba
11850,N,2,Distance
11851,^,19,iOS
11852,N,2,pedometer
11853,N,1,Crafts
11854,N,6,plateau
11855,N,5,Trainer
11856,N,1,nike+
11857,^,25,Android
11858,^,2,Nike
11859,^,1,Runtastic
11860,N,2,abs
11861,N,3,programmes
11862,A,1,slow-motion
11863,N,1,Fitnet
11864,N,15,camera
11865,N,7,participant
11866,N,1,Sworkit
11867,A,3,customised
11868,A,1,High-quality
11869,N,4,reps
11870,^,1,StrongLifts
11871,N,5,advices
11872,N,1,DJs
11873,N,1,playlists
11874,N,10,songs
11875,N,70,beat
11876,N,1,Zombies
11877,A,4,impending
11878,N,5,zombie
11879,N,2,C25K
11880,A,1,8-week
11881,N,2,half-hour
11882,N,9,Charity
11883,N,8,charities
11884,N,20,sponsors
11885,N,1,exerciser
11886,N,3,organisation
11887,N,45,weigh
11888,N,1,sass
11889,A,11,Awesome
11890,N,1,Stylesheets
11891,^,3,Endomondo
11892,N,1,app’s
11893,^,2,Studio
11894,N,32,feature
11895,N,9,stitches
11896,N,1,Gadgets
11897,N,28,band
11898,N,3,Monitors
11899,^,1,Xiaomi
11900,^,2,Mi
11901,^,1,Band
11902,N,1,Tapp
11903,N,2,day/
11904,^,1,Goquii
11905,A,8,precise
11906,N,3,routes
11907,^,1,Tomtom
11908,N,24,runner
11909,N,11,consideration
11910,^,2,Garmin
11911,^,1,Touchscreen
11912,^,1,VO2
11913,^,28,max
11914,N,16,estimate
11915,N,3,capability
11916,^,1,LNA
11917,N,4,dietetic
11918,A,5,precautionary
11919,A,2,doctoral
11920,N,3,dissertation
11921,N,3,attitudes
11922,N,1,enablers
11923,N,3,contrary
11924,N,3,attendee
11925,N,1,parable
11926,N,8,elephant
11927,N,1,tusk
11928,N,2,disagreement
11929,A,1,wide-ranging
11930,A,4,heartbroken
11931,N,1,infidelity
11932,A,3,innate
11933,N,1,filler
11934,N,1,presupposing
11935,N,1,Hacks
11936,N,4,motions
11937,N,5,Frisbee
11938,N,12,laundry
11939,N,95,Walk
11940,N,1,Exams
11941,N,12,Tests
11942,N,18,hemoglobin
11943,N,1,fats)
11944,N,34,kg
11945,N,2,deibetic
11946,^,6,Sheri
11947,^,2,Colberg
11948,N,2,physiologist
11949,^,2,Dominion
11950,^,2,T1DM
11951,N,12,tone
11952,N,2,macro-
11953,A,8,microvascular
11954,N,2,sulphonylureas
11955,N,1,meglitinides
11956,N,6,regulation
11957,^,14,SMBG
11958,N,6,ketosis
11959,N,1,proliferative
11960,A,1,non-proliferative
11961,N,1,vitreous
11962,N,1,haemorrhage
11963,N,1,detachment
11964,^,1,Seasons
11965,N,3,greetings
11966,^,27,Richard
11967,^,1,Siegel
11968,N,2,co-director
11969,^,2,Tufts
11970,A,20,Lower
11971,^,13,Scott
11972,^,1,Isaacs
11973,^,11,Atlanta
11974,^,6,mixtard
11975,^,4,PLAY
11976,N,3,Romaine
11977,N,2,bhasmas
11978,N,3,metals
11979,N,10,efficacy
11980,A,5,longstanding
11981,N,52,checks
11982,N,4,constituents
11983,^,1,Homoeopathy
11984,^,2,Unani
11985,^,3,homeopathy
11986,^,2,unani
11987,^,2,Accupressure
11988,^,1,Acupressure
11989,A,11,strategic
11990,N,5,acupuncture
11991,A,2,optimally
11992,N,1,destressing
11993,N,2,adjunct
11994,^,2,Waffle
11995,^,12,Rose
11996,N,3,suppliers
11997,^,3,40g
11998,^,2,carbo
11999,N,1,diagnosef
12000,N,8,resort
12001,N,11,fasciitis
12002,N,4,spurs
12003,N,1,warriorYou
12004,A,1,sacred
12005,N,1,characteristic
12006,N,4,hardship
12007,A,8,altered
12008,A,4,delicate
12009,N,6,Dehydration
12010,A,11,varied
12011,^,1,litchis
12012,N,1,muskmelon
12013,N,4,ingestion
12014,^,4,millets
12015,N,4,figs
12016,N,9,chocolates
12017,^,3,Fluid
12018,A,4,non-fasting
12019,N,1,Tab
12020,N,84,craving
12021,^,3,Ketone
12022,N,2,channa
12023,^,1,Non-fat
12024,N,17,cottage
12025,^,2,Buttermilk
12026,A,5,Clear
12027,^,1,bhel
12028,A,1,non-calorie
12029,Z,1,valentine's
12030,N,6,cals
12031,A,2,seperate
12032,A,3,wholewheat
12033,N,7,vitals
12034,A,7,respectful
12035,^,1,bullfrogs
12036,^,1,Ryff
12037,N,1,E-rewards
12038,N,2,self-acceptance
12039,A,1,higher-quality
12040,A,2,intrinsic
12041,^,2,Chapman
12042,N,188,podcast
12043,N,17,storm
12044,^,1,Realhands
12045,N,8,grilling
12046,N,27,behaviour
12047,N,27,Monitoring
12048,N,6,Problem
12049,N,1,euglycaemic
12050,^,1,Prediabetics
12051,^,2,DEs
12052,N,4,prediabetics
12053,N,7,modifications
12054,N,22,Levels
12055,N,3,turmoil
12056,N,6,Intake
12057,A,11,Saturated
12058,N,5,Pattern
12059,A,20,boring
12060,^,3,Southwest
12061,^,6,PP
12062,^,1,Dibeta
12063,^,4,SR
12064,^,1,Pregasia
12065,^,2,NT
12066,N,6,sitagliptin
12067,A,1,pregasia
12068,N,3,hurdle
12069,Z,1,condition’s
12070,N,10,infographic
12071,N,6,feta
12072,N,5,crumbles
12073,A,23,fixed
12074,A,1,individualised
12075,A,6,quarterly
12076,A,10,vigilant
12077,N,2,regimes
12078,^,1,≤
12079,A,1,Reasonable
12080,N,4,macrovascular
12081,A,1,Extensive
12082,N,1,comorbidities
12083,^,4,Crush
12084,N,9,blender
12085,N,5,Strategies
12086,A,1,fat-loaded
12087,N,1,Raisins
12088,N,2,gifting
12089,A,1,hungriest
12090,A,15,darn
12091,A,10,MANY
12092,^,2,Ward
12093,^,3,Alper
12094,A,3,Decadent
12095,N,24,faces
12096,A,2,must-read
12097,A,65,funny
12098,N,1,teas/lemon
12099,N,7,teas
12100,N,1,almond/walnut/
12101,N,1,anjeer
12102,A,11,Dark
12103,N,4,Cravings
12104,A,6,engaging
12105,N,1,dalchini
12106,N,1,elaichi
12107,N,1,Pound
12108,N,6,drying
12109,N,31,manual
12110,N,23,wrist
12111,N,44,heck
12112,A,1,dibiatic
12113,N,3,banner
12114,^,1,Zooey
12115,^,1,Deschanel
12116,^,12,Apidra
12117,A,2,repaglinide
12118,^,1,teneligliptin+metformin
12119,N,1,is105mg/dl
12120,N,13,Afternoon
12121,N,8,250mg
12122,N,2,/dl
12123,N,1,metformin+teneligliptin
12124,N,21,10mg
12125,N,4,20mg
12126,N,1,280mg/dl
12127,^,7,k
12128,^,7,MN
12129,A,14,clueless
12130,N,2,paternal
12131,N,10,uncles
12132,N,67,runs
12133,S,5,sister's
12134,N,39,coke
12135,^,1,4kfc
12136,^,1,+2slices
12137,A,1,voracious
12138,N,1,118kg
12139,N,10,jeans
12140,A,12,paranoid
12141,N,3,chk
12142,N,4,scratches
12143,N,1,10hours
12144,S,1,wit's
12145,N,8,Print
12146,A,2,LEAST
12147,N,4,SNACK
12148,N,1,CAR
12149,N,6,GLUCOSE
12150,N,1,TABLETS
12151,A,7,OTHER
12152,A,1,SIMPLE
12153,N,7,CASE
12154,^,7,CANADA
12155,^,1,AUSTRALIA
12156,N,1,COUNTRIES
12157,N,1,METERS
12158,N,1,MMOL/L
12159,N,3,DRIVE
12160,N,7,jewelry
12161,Z,5,Lauren's
12162,N,24,Emergency
12163,N,6,Sensor
12164,^,2,Tricare
12165,N,2,Apps
12166,N,1,iphones
12167,^,23,Pro
12168,^,3,PRO
12169,N,9,database
12170,N,1,Food-o-meter
12171,N,2,Calculator
12172,N,13,stats
12173,N,2,Records
12174,N,1,planners
12175,N,12,grades
12176,^,1,B+
12177,^,1,B-
12178,^,1,C+
12179,^,1,D+
12180,N,1,Grades
12181,N,7,custom
12182,N,6,calculator
12183,^,2,Trajenta
12184,A,1,RAPID
12185,^,1,Cetanil
12186,^,1,Storfib
12187,N,1,cholestrol
12188,A,2,intravenous
12189,A,2,tentative
12190,N,7,mL
12191,N,1,whiskey/gin/vodka/rum
12192,N,4,carbohydrate-containing
12193,N,1,alcohol-free
12194,N,8,beers
12195,N,1,lagers
12196,N,4,wines
12197,N,1,sherries
12198,N,1,liqueurs
12199,^,4,hepatic
12200,N,8,output
12201,N,1,sulphonylurea
12202,N,1,meglitinide
12203,N,1,binge-drinking
12204,N,4,cornmeal
12205,A,11,FIRST
12206,N,4,BABY
12207,N,3,STEP
12208,N,4,RESISTANCE
12209,N,1,FATIGUE
12210,N,1,LACK
12211,N,2,ENERGY
12212,N,1,BEDTIME
12213,N,13,WEEKS
12214,A,1,POOR
12215,N,8,SLEEP
12216,N,1,HABITS
12217,A,16,BIG
12218,A,5,responsive
12219,N,2,ThanksThanks
12220,A,2,bogus
12221,N,1,watchdog
12222,N,14,walls
12223,N,3,vacuum
12224,A,2,calming
12225,N,10,Plant
12226,N,11,Importance
12227,N,1,physician/diabetes
12228,N,4,behaviours
12229,N,5,Evidence
12230,N,13,correlation
12231,N,1,Frequency
12232,^,12,postprandial
12233,N,1,dexterity
12234,N,1,acuity
12235,N,4,individual’s
12236,N,2,Accuracy
12237,N,1,modalities
12238,N,1,patients/home
12239,^,1,Contnued
12240,N,2,insulin-resistant
12241,A,2,starved
12242,N,1,trouble-causing
12243,N,1,carbohydrate-heavy
12244,N,4,speach
12245,^,1,Viernes
12246,^,2,Azules
12247,^,1,Sexta
12248,^,1,Azul
12249,N,12,interaction
12250,^,1,Grupo
12251,^,1,Estudo
12252,^,1,GED
12253,^,1,Universidade
12254,^,2,dos
12255,^,1,Vales
12256,^,1,Jequitinhonha
12257,^,1,Mucuri
12258,^,1,UFVJM
12259,^,5,Fire
12260,N,1,kebabs
12261,A,3,pricier
12262,A,2,concise
12263,N,1,Lava
12264,N,7,wedges
12265,A,29,tender
12266,N,1,crook
12267,N,5,Wrap
12268,^,10,ketogenic
12269,N,367,starting
12270,^,1,ketogenics
12271,N,16,manufacturer
12272,^,1,Rudy
12273,N,1,Complainers
12274,Z,1,Rudy's
12275,N,2,Pudding
12276,N,2,hypercalcemia
12277,N,1,Bounty
12278,N,2,toolbox
12279,N,5,Aunt
12280,Z,1,Bea’s
12281,^,1,classesThe
12282,N,10,sleeve
12283,N,410,lose
12284,N,1,lbsI
12285,N,1,mammogram
12286,N,36,Guys
12287,A,41,offered
12288,N,3,agencies
12289,N,19,cards
12290,N,3,bulbs
12291,N,5,demonstration
12292,N,46,Drink
12293,^,1,Blueberry
12294,^,9,Kroger
12295,N,1,chopper
12296,N,4,Babies
12297,N,12,cast
12298,^,3,Seven
12299,A,1,see-through
12300,N,39,container
12301,^,1,Venous
12302,^,44,vs
12303,N,13,vein
12304,N,3,capillaries
12305,N,1,transfers
12306,^,6,glucometers
12307,^,1,User
12308,A,8,inaccurate
12309,A,1,Potential
12310,A,8,defective
12311,A,1,uncalibrated
12312,A,2,soiled
12313,S,1,manufacturer’s
12314,^,1,Logbooks
12315,N,21,graph
12316,^,1,Hailee
12317,^,1,Mooneyhan
12318,A,14,injectable
12319,^,1,Sulfonylureas
12320,N,3,Donut
12321,N,9,mgs
12322,N,4,Funnies
12323,N,6,rear
12324,N,14,traffic
12325,N,14,lights
12326,N,39,steroid
12327,Z,5,Aldi's
12328,N,2,pumice
12329,N,3,Infographic
12330,N,1,vector
12331,^,1,freepik
12332,N,1,addthank
12333,N,2,Packet
12334,A,70,Late
12335,N,23,Night
12336,N,1,Collards
12337,N,4,chard
12338,N,1,rabe
12339,N,1,appetizer-size
12340,N,5,entrée
12341,^,2,Gigantes
12342,N,1,verison
12343,A,1,Stewed
12344,^,28,JUNE
12345,^,1,LINDSAY
12346,^,1,MOYER
12347,N,1,diets—it’s
12348,N,5,Cardiology
12349,N,3,Approaches
12350,N,1,DASH-style
12351,N,1,bombshell
12352,N,6,Berries
12353,N,5,Eggplant
12354,N,2,Melons
12355,N,1,Nectarines
12356,N,10,Peas
12357,N,5,Radishes
12358,^,3,WASHINGTON
12359,^,3,O’Frost
12360,^,1,Madisonville
12361,^,3,Ky
12362,N,2,establishment
12363,Z,1,Agriculture’s
12364,N,1,Inspection
12365,N,23,Service
12366,^,4,FSIS
12367,^,6,Forest
12368,N,3,Premium
12369,N,28,View
12370,N,1,gas-flushed
12371,A,1,resealable
12372,N,1,PREMIUM
12373,N,1,sell-by
12374,N,1,Est
12375,N,3,inspection
12376,N,6,complaint
12377,^,1,Dar
12378,^,1,Gautreaux
12379,A,1,Administrative
12380,N,12,Assistant
12381,^,3,Karen
12382,A,1,toll-free
12383,N,3,Poultry
12384,N,1,Hotline
12385,N,10,specialists
12386,N,2,lowdown
12387,^,4,Diabetes-
12388,A,4,spiralized
12389,^,4,Dietitians
12390,A,9,colored
12391,N,8,Bars
12392,N,1,insensitivity
12393,N,60,rising
12394,N,16,odds
12395,A,18,accessible
12396,N,2,Genius
12397,N,1,Longer
12398,N,2,Beta(Islet
12399,N,3,PREVENTION
12400,A,12,BETTER
